pair_id,group,subclass,backbone,mode,fov_ratio,scale_ratio,n_gt,n_matches,n_inliers,family,runtime_s,mu_ed,med_ed,p1,p3,p5,p10,mu_ed_tps,med_ed_tps,status,error
eval_In718-PrecipitationStrengthened_SEM-DIC_EBSD_SlipPartitioning_0#2,SlipPartitioning,In718-PrecipitationStrengthened_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,direct,0.5515,0.03345,56,10000,1120,homography,2.19,226.554,224.799,0.000,0.000,0.000,0.000,195.502,217.617,ok,
eval_In718-PrecipitationStrengthened_SEM-DIC_EBSD_SlipPartitioning_0#3,SlipPartitioning,In718-PrecipitationStrengthened_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,direct,0.5515,0.03345,56,10000,1434,affine,2.09,164.359,162.686,0.000,0.000,0.000,0.000,165.812,160.805,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_0#0,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6667,1.00000,20,10000,6620,homography,0.91,2.811,2.456,0.050,0.550,0.950,1.000,3.343,2.957,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_0#1,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.9226,0.46130,39,10000,5442,affine,0.83,3.877,3.350,0.026,0.436,0.692,1.000,1.885,1.833,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_0#2,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.9226,0.46130,39,10000,5051,homography,0.92,2.812,2.518,0.205,0.564,0.846,1.000,2.107,1.835,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_0#3,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.9226,0.46130,39,10000,3432,affine,0.89,4.922,4.392,0.103,0.333,0.615,0.846,2.048,2.006,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_1#0,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.3333,1.00000,26,10000,3817,affine,0.63,12.310,7.379,0.000,0.077,0.423,0.577,6.682,4.941,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_1#1,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.3333,1.00000,26,10000,3305,affine,0.78,11.708,7.783,0.038,0.115,0.308,0.577,6.638,5.785,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_2#0,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.3333,1.00000,44,10000,3436,affine,0.61,13.394,10.250,0.000,0.136,0.273,0.455,6.702,4.515,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_2#1,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.3333,1.00000,44,10000,3217,affine,0.67,13.512,11.366,0.000,0.136,0.273,0.409,6.825,4.610,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_3#0,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.3333,1.00000,53,10000,3732,affine,0.60,16.078,8.784,0.000,0.132,0.226,0.528,9.029,5.406,ok,
eval_In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning_3#1,SerialSectioning,In718-SolutionStrengthened_SEM-SE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.3333,1.00000,53,10000,1691,affine,0.65,14.575,13.965,0.000,0.094,0.094,0.283,7.426,5.959,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#0,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,3385,affine,0.89,21.759,23.012,0.000,0.000,0.042,0.208,21.269,19.255,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#1,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,2892,affine,0.89,15.700,12.512,0.000,0.000,0.000,0.333,15.688,11.925,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#2,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,2254,affine,0.92,14.888,13.920,0.000,0.000,0.042,0.292,15.061,12.483,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#3,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,3480,affine,0.89,19.179,18.694,0.000,0.000,0.083,0.292,17.897,16.933,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#4,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,3225,affine,0.91,9.092,9.447,0.000,0.118,0.118,0.529,7.504,6.387,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#5,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,1841,affine,0.90,21.604,21.922,0.000,0.059,0.118,0.235,16.490,14.862,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#6,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2394,affine,0.92,14.087,11.979,0.000,0.059,0.059,0.412,11.892,7.779,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#7,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2168,homography,0.94,20.173,25.507,0.059,0.059,0.059,0.235,15.479,13.651,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#8,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,2866,affine,0.89,20.272,17.862,0.000,0.000,0.000,0.125,19.888,18.607,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#9,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,1797,homography,0.93,27.040,26.359,0.000,0.000,0.000,0.250,15.885,12.813,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#10,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,1843,affine,0.95,15.905,13.612,0.000,0.000,0.167,0.292,16.463,14.091,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#11,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,5385,homography,0.88,19.519,20.288,0.000,0.000,0.125,0.250,18.819,19.569,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#12,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,1890,homography,0.96,30.467,29.944,0.000,0.059,0.059,0.235,11.264,11.417,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#13,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,3047,affine,0.90,10.179,10.189,0.000,0.059,0.176,0.471,10.622,8.272,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#14,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2852,homography,0.92,12.915,11.825,0.000,0.059,0.059,0.353,11.553,11.689,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#15,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2317,homography,0.92,18.311,17.210,0.000,0.059,0.118,0.235,18.673,16.922,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#16,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,2709,affine,1.17,21.807,23.263,0.000,0.000,0.042,0.125,22.329,21.625,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#17,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,2443,homography,1.15,16.124,11.683,0.000,0.000,0.042,0.375,13.701,10.676,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#18,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,1927,homography,1.08,16.020,15.309,0.000,0.042,0.042,0.375,15.193,11.909,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#19,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,4835,affine,0.93,21.483,22.516,0.000,0.042,0.083,0.208,21.335,23.540,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#20,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,1724,affine,1.21,16.807,14.096,0.000,0.000,0.118,0.235,16.790,15.568,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#21,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2053,homography,1.22,17.459,15.143,0.000,0.000,0.000,0.235,15.607,13.288,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#22,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2003,affine,1.25,13.344,11.465,0.000,0.000,0.118,0.412,10.697,10.296,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#23,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,1988,affine,1.21,19.819,18.874,0.000,0.000,0.000,0.235,19.806,16.683,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#24,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,5723,homography,1.19,25.548,27.289,0.000,0.000,0.042,0.125,25.540,27.956,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#25,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,3621,homography,1.20,20.011,20.340,0.000,0.000,0.083,0.208,20.039,21.053,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#26,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,3476,homography,1.19,18.649,19.721,0.000,0.083,0.125,0.250,18.187,19.839,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#27,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,24,10000,4606,homography,1.22,22.589,25.764,0.000,0.042,0.083,0.208,23.061,25.204,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#28,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2211,homography,1.19,16.387,16.796,0.000,0.059,0.059,0.235,20.333,19.227,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#29,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2036,affine,1.20,11.890,10.422,0.000,0.059,0.176,0.412,10.579,9.708,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#30,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,1447,homography,1.26,20.524,21.410,0.000,0.118,0.118,0.235,19.258,23.047,ok,
eval_MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization_0#31,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-1100C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,17,10000,2935,affine,1.19,12.632,10.865,0.000,0.059,0.059,0.412,14.018,11.334,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#0,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,1196,homography,1.22,41.236,36.619,0.000,0.000,0.000,0.000,36.886,30.127,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#1,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,1111,homography,1.27,53.709,41.069,0.000,0.000,0.000,0.000,50.615,38.645,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#2,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,1169,affine,1.25,43.380,36.350,0.000,0.000,0.000,0.077,43.663,35.433,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#3,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,751,affine,1.16,57.243,55.863,0.000,0.000,0.000,0.000,47.197,40.767,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#4,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,715,homography,1.31,44.192,35.573,0.000,0.000,0.000,0.077,47.081,41.242,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#5,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,919,homography,1.26,66.739,61.840,0.000,0.000,0.000,0.000,62.917,54.560,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#6,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,644,homography,1.19,67.924,67.554,0.000,0.000,0.000,0.000,76.791,74.951,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#7,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,494,affine,1.19,52.263,50.676,0.000,0.000,0.000,0.000,53.543,49.905,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#8,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,911,affine,1.29,52.164,45.925,0.000,0.000,0.000,0.000,47.451,47.752,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#9,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,602,homography,1.27,60.937,61.202,0.000,0.000,0.000,0.000,71.491,70.952,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#10,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,1087,affine,1.32,43.511,42.936,0.000,0.000,0.000,0.077,39.045,41.651,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#11,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,1448,affine,1.20,47.218,35.946,0.000,0.000,0.000,0.077,49.427,36.318,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#12,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,567,affine,1.25,82.997,51.576,0.000,0.000,0.000,0.000,67.511,43.536,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#13,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,592,affine,1.25,94.373,87.354,0.000,0.000,0.000,0.000,80.604,65.225,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#14,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,822,affine,1.24,46.670,38.406,0.000,0.000,0.000,0.000,36.886,33.010,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization_0#15,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,13,10000,885,affine,1.27,51.856,48.909,0.000,0.077,0.077,0.077,42.962,31.193,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#0,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,3079,affine,1.52,19.497,18.597,0.000,0.000,0.000,0.167,20.196,17.416,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#1,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,623,affine,1.56,507.487,507.169,0.000,0.000,0.000,0.000,484.077,476.708,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#2,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,618,homography,1.56,29.240,22.170,0.000,0.056,0.056,0.222,30.985,23.933,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#3,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,1645,affine,1.58,22.901,18.278,0.000,0.000,0.037,0.259,20.546,19.817,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#4,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,753,affine,1.56,32.871,31.269,0.000,0.000,0.000,0.111,28.970,24.924,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#5,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,1152,affine,1.58,21.174,16.513,0.000,0.037,0.074,0.148,22.369,20.090,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#6,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,714,affine,1.56,30.426,27.308,0.000,0.000,0.000,0.056,30.522,31.430,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#7,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,1263,affine,1.58,21.539,19.516,0.000,0.000,0.000,0.056,21.288,19.609,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#8,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,2381,affine,1.57,20.571,18.356,0.000,0.000,0.000,0.111,21.197,19.693,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#9,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,844,affine,1.55,39.761,40.273,0.000,0.000,0.000,0.000,40.144,40.337,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#10,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,1526,affine,1.58,26.068,24.392,0.000,0.000,0.000,0.037,24.485,22.834,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#11,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,2195,affine,1.49,23.576,20.012,0.000,0.000,0.037,0.148,24.607,20.296,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#12,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,850,affine,1.55,27.385,30.868,0.000,0.000,0.056,0.111,25.323,26.547,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#13,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,1440,homography,1.63,21.287,18.934,0.000,0.000,0.000,0.167,20.641,21.650,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#14,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,18,10000,2201,homography,1.59,25.248,19.043,0.000,0.000,0.000,0.056,24.263,16.803,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#15,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,840,homography,1.55,29.468,25.645,0.000,0.000,0.037,0.185,28.139,29.678,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#16,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,2062,homography,1.59,23.709,19.987,0.000,0.000,0.037,0.185,24.211,22.473,ok,
eval_MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization_0#17,DislocationCharacterization,MoTaTiZrHf-HEA-DDRX-900C_TEM_largeFOV-DislocationCharacterization,ma_roma_ft,direct,1.0000,1.00000,27,10000,2372,affine,1.50,21.950,17.285,0.000,0.000,0.074,0.185,21.014,17.092,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,ma_roma_ft,direct,0.9319,0.42058,51,10000,9849,homography,1.22,1.364,1.280,0.373,0.980,1.000,1.000,2.033,1.621,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#1,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,ma_roma_ft,direct,0.9942,0.95459,46,10000,9656,homography,1.11,1.941,1.834,0.261,0.870,0.957,1.000,1.233,1.053,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#2,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,ma_roma_ft,direct,0.9669,0.96694,53,10000,5099,homography,1.16,10.930,6.774,0.132,0.453,0.491,0.509,7.855,4.086,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#3,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,ma_roma_ft,direct,0.4887,0.71330,54,10000,2435,affine,1.26,9.447,8.460,0.037,0.111,0.222,0.648,8.863,7.982,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#4,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,ma_roma_ft,direct,0.4867,0.71002,54,10000,4070,affine,1.27,9.538,7.604,0.000,0.074,0.241,0.704,8.957,7.249,ok,
