pair_id,group,subclass,backbone,mode,fov_ratio,scale_ratio,n_gt,n_matches,n_inliers,family,runtime_s,mu_ed,med_ed,p1,p3,p5,p10,mu_ed_tps,med_ed_tps,status,error
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#5,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,ma_roma_ft,direct,0.4856,0.71002,54,10000,4217,affine,1.14,9.687,8.324,0.000,0.111,0.241,0.630,9.570,8.806,ok,
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#6,Multiscale,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,ma_roma_ft,direct,0.4856,0.71002,54,10000,1989,homography,1.14,13.133,11.256,0.000,0.019,0.111,0.426,13.328,11.751,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,14,10000,725,affine,1.35,95.302,54.956,0.000,0.000,0.071,0.143,58.292,32.945,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,14,10000,695,homography,1.35,98.507,85.377,0.000,0.000,0.000,0.000,60.246,38.842,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_0#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,14,10000,434,affine,1.42,66.126,39.082,0.000,0.000,0.000,0.000,54.927,37.188,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,15,10000,754,homography,1.37,100.068,40.565,0.000,0.067,0.133,0.133,54.012,22.326,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,15,10000,522,affine,1.39,81.234,65.524,0.000,0.000,0.000,0.000,43.638,32.483,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,15,10000,690,affine,1.49,77.068,51.653,0.000,0.000,0.000,0.000,74.717,55.300,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#0,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,19,10000,608,affine,1.34,95.998,95.017,0.000,0.000,0.000,0.000,80.897,78.614,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#1,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,19,10000,449,affine,1.33,86.063,50.590,0.000,0.000,0.105,0.158,73.331,37.156,ok,
eval_Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning_2#2,SerialSectioning,Ta-AM-Spalled_SEM-BSE_EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.6256,5.42118,19,10000,622,homography,1.37,95.316,77.537,0.000,0.053,0.053,0.053,73.344,54.609,ok,
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,ma_roma_ft,direct,0.9966,1.00000,46,10000,7761,homography,0.71,2.212,1.756,0.152,0.804,0.935,1.000,2.093,1.669,ok,
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#1,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,ma_roma_ft,direct,0.9966,1.00000,47,10000,9995,affine,0.63,1.839,1.509,0.255,0.851,0.957,1.000,1.807,1.370,ok,
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#2,DislocationCharacterization,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,ma_roma_ft,direct,0.6051,0.60715,38,10000,7759,homography,0.63,1.526,1.270,0.342,0.868,0.974,1.000,1.288,1.042,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,ma_roma_ft,direct,0.9911,0.99115,59,10000,4087,affine,1.80,8.933,7.509,0.034,0.102,0.305,0.695,8.050,6.408,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#1,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,ma_roma_ft,direct,0.8824,3.01599,100,10000,1517,affine,1.19,23.329,17.458,0.000,0.030,0.100,0.350,15.104,11.714,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#2,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,ma_roma_ft,direct,0.8824,3.01599,100,10000,1487,affine,1.23,33.281,20.856,0.020,0.050,0.100,0.280,22.395,13.821,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#3,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,ma_roma_ft,direct,0.8746,2.98929,129,10000,1567,affine,1.18,26.268,16.142,0.000,0.031,0.116,0.271,18.854,12.060,ok,
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#4,SameSlice,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,ma_roma_ft,direct,0.8746,2.98929,129,10000,1403,affine,1.20,31.673,16.999,0.000,0.039,0.093,0.256,22.922,12.620,ok,
eval_5842WCu-Spalled_SEM-SE_SEM-BSE_Multiscale_0#0,Multiscale,5842WCu-Spalled_SEM-SE_SEM-BSE_Multiscale,ma_roma_ft,pyramid_v2,0.2308,0.05769,19,10000,5409,affine@direct+zoom,4.88,1.849,1.210,0.368,0.842,0.947,1.000,1.809,1.132,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.8729,0.32023,37,10000,4575,affine@direct,2.01,7.999,7.696,0.000,0.189,0.297,0.649,7.521,7.157,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.8729,0.32023,37,10000,2512,affine@direct,1.84,10.371,8.413,0.000,0.108,0.297,0.595,10.170,8.833,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.8729,0.32023,37,10000,5636,affine@direct,1.99,6.032,4.904,0.027,0.243,0.514,0.838,6.470,5.746,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.9104,0.35657,39,10000,5093,affine@direct,1.81,5.834,5.389,0.026,0.205,0.487,0.846,7.251,6.256,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.9104,0.35657,39,10000,2930,affine@direct,1.79,7.224,7.196,0.000,0.077,0.282,0.846,7.717,7.635,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.9104,0.35657,39,10000,5657,affine@direct,1.71,4.838,4.598,0.026,0.282,0.513,0.974,5.477,5.006,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.7688,0.35658,37,10000,5851,affine@direct,1.80,4.058,3.557,0.054,0.378,0.730,1.000,5.504,4.534,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.7688,0.35658,37,10000,3664,affine@direct,1.84,5.772,5.299,0.027,0.216,0.405,0.892,6.473,5.219,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.7688,0.35658,37,10000,5181,homography@direct,1.74,5.651,5.368,0.027,0.135,0.432,0.946,5.666,4.812,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.0113,0.02806,42,10000,1377,affine@direct,1.97,24.108,20.013,0.000,0.000,0.024,0.214,21.449,20.181,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.0113,0.02806,42,10000,1051,affine@direct,1.92,25.955,26.601,0.000,0.048,0.071,0.143,21.056,16.116,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.0113,0.02806,42,10000,2093,affine@direct,1.78,15.647,11.124,0.000,0.119,0.167,0.381,13.358,11.648,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.9303,0.35637,53,10000,5547,homography@direct,1.82,6.584,4.701,0.038,0.264,0.566,0.792,5.671,5.803,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.9303,0.35637,53,10000,3266,homography@direct,1.93,8.694,6.394,0.038,0.170,0.340,0.717,8.063,6.721,ok,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,ma_roma_ft,pyramid_v2,0.9303,0.35637,53,10000,5327,homography@direct,1.80,8.013,6.254,0.057,0.283,0.396,0.717,6.857,7.033,ok,
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.9991,1.95136,41,10000,2309,affine@direct,1.24,12.945,10.564,0.000,0.024,0.098,0.488,13.594,13.051,ok,
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.9991,1.95136,41,10000,452,homography@direct,1.16,42.764,38.291,0.000,0.000,0.000,0.000,37.130,30.222,ok,
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.7358,0.29986,34,10000,663,homography@direct,2.64,333.035,307.276,0.000,0.000,0.000,0.000,363.410,345.911,ok,
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.7358,0.29986,34,10000,1437,homography@direct,2.54,905.366,919.659,0.000,0.000,0.000,0.000,921.579,936.890,ok,
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.8165,0.83614,58,10000,5070,affine@direct,1.27,9.556,8.990,0.000,0.052,0.224,0.603,9.913,9.183,ok,
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.8165,0.83614,58,10000,1074,affine@direct,1.30,11.692,11.068,0.000,0.034,0.138,0.414,10.551,9.954,ok,
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.6164,1.09526,14,10000,2942,homography@direct,1.39,13.234,11.379,0.000,0.071,0.214,0.500,13.899,12.547,ok,
eval_CoNi-AM67_OM-SEM_Multiscale_0#1,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.6164,1.09526,14,10000,949,homography@direct,1.34,95.505,70.128,0.000,0.000,0.071,0.071,56.868,47.371,ok,
eval_CoNi-AM67_OM-SEM_Multiscale_0#2,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.1364,0.13591,11,10000,1056,affine@direct,1.31,925.909,952.479,0.000,0.000,0.000,0.000,933.864,938.561,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_0#0,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.6759,2.88000,17,10000,913,affine@direct,1.10,42.420,24.051,0.000,0.059,0.059,0.059,27.332,16.955,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_0#1,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.6759,2.88000,17,10000,896,affine@direct,1.07,52.837,42.733,0.000,0.000,0.059,0.176,48.126,36.616,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_0#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.6759,2.88000,17,10000,1530,affine@direct,1.10,48.957,27.269,0.059,0.059,0.059,0.118,33.797,22.600,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_0#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.6759,2.88000,17,10000,1637,homography@direct,1.21,79.470,56.913,0.000,0.000,0.059,0.118,23.213,16.006,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_0#4,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.6759,2.88000,17,10000,1576,homography@direct,1.10,34.285,24.561,0.000,0.059,0.176,0.235,32.813,25.314,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_0#5,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.6759,2.88000,17,10000,1132,homography@direct,1.14,50.774,32.353,0.000,0.000,0.000,0.294,24.115,9.871,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#0,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,14,10000,1518,affine@direct,1.09,23.223,20.059,0.000,0.000,0.000,0.214,17.477,14.679,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#1,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,14,10000,1043,affine@direct,1.08,25.496,22.454,0.000,0.000,0.071,0.143,21.731,17.124,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,14,10000,2123,homography@direct,1.07,31.269,18.336,0.000,0.000,0.000,0.286,22.797,11.475,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,14,10000,1720,affine@direct,1.10,26.692,17.060,0.000,0.000,0.143,0.214,17.945,10.474,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#4,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,14,10000,956,affine@direct,1.06,24.565,19.949,0.000,0.000,0.143,0.286,22.198,14.935,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#5,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,14,10000,1946,homography@direct,1.08,33.967,19.603,0.000,0.000,0.000,0.143,25.483,13.242,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#0,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,18,10000,798,affine@direct,1.09,27.448,16.462,0.000,0.000,0.056,0.278,18.533,13.374,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#1,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,18,10000,967,affine@direct,1.06,25.993,23.233,0.000,0.000,0.000,0.167,16.110,11.477,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,18,10000,1048,affine@direct,1.05,30.351,16.716,0.000,0.056,0.056,0.278,24.345,14.506,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,18,10000,1713,affine@direct,1.09,23.601,16.156,0.000,0.000,0.056,0.389,14.454,10.833,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#4,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,18,10000,986,affine@direct,1.13,20.159,18.251,0.000,0.000,0.056,0.056,16.428,13.355,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#5,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.5503,2.88000,18,10000,1494,affine@direct,1.18,31.580,19.902,0.000,0.111,0.111,0.167,21.036,16.091,ok,
eval_CoNi-AM90_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM90_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.4811,6.20943,11,10000,1926,affine@direct+zoom,2.84,20.036,19.339,0.000,0.000,0.000,0.000,22.644,23.251,ok,
eval_CoNi-AM90_OM-SEM_Multiscale_0#1,Multiscale,CoNi-AM90_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.4140,0.84393,8,10000,7836,homography@direct,2.30,20.111,16.110,0.000,0.000,0.125,0.500,20.091,15.180,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#0,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,8203,affine@direct+zoom,15.26,2.022,1.801,0.200,0.850,0.950,1.000,2.560,1.422,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#1,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,7244,homography@direct+zoom,11.53,2.277,2.191,0.150,0.800,1.000,1.000,3.326,2.030,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#2,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,5659,homography@direct+zoom,11.41,2.220,2.015,0.200,0.850,0.950,1.000,2.354,1.460,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#3,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,7011,homography@direct+zoom,10.78,2.268,2.060,0.050,0.900,0.950,1.000,2.801,1.668,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#4,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,7223,homography@direct+zoom,10.77,1.950,1.724,0.150,0.850,0.950,1.000,2.670,1.566,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#5,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,6128,affine@direct+zoom,11.36,2.189,1.979,0.200,0.850,0.950,1.000,3.162,2.006,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#6,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,7352,homography@direct+zoom,10.78,2.446,2.473,0.050,0.800,0.950,1.000,2.893,1.594,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#7,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,5232,homography@direct,7.23,3.097,3.389,0.150,0.400,0.900,1.000,3.729,2.895,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#8,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,4244,homography@direct,7.67,2.586,2.483,0.050,0.700,1.000,1.000,2.928,2.680,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#9,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,6736,affine@direct+zoom,14.35,2.124,1.885,0.100,0.750,0.950,1.000,3.127,1.856,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#10,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,6274,homography@direct+zoom,10.83,2.215,2.301,0.150,0.800,1.000,1.000,2.954,1.923,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#11,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,4654,homography@direct,7.58,2.816,2.484,0.000,0.600,0.950,1.000,3.119,3.073,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#12,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,6421,affine@direct+zoom,14.36,3.264,3.396,0.100,0.400,0.850,1.000,4.003,3.825,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#13,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,5167,homography@direct+zoom,10.73,3.114,2.867,0.100,0.550,0.900,1.000,4.023,3.552,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#14,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,4802,homography@direct,7.64,3.116,3.044,0.150,0.500,0.850,1.000,3.521,3.479,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#15,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,4220,homography@direct,7.03,5.448,3.744,0.050,0.400,0.550,0.800,5.266,3.173,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#16,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,2703,affine@direct,7.21,1.885,1.669,0.150,0.900,0.950,1.000,3.724,2.321,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#17,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,2286,homography@direct+zoom,15.04,23.151,23.786,0.000,0.000,0.100,0.200,22.942,24.303,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#18,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,2541,homography@direct+zoom,10.75,11.763,7.302,0.050,0.200,0.300,0.600,15.372,11.231,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#19,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,4028,homography@direct+zoom,10.78,1.956,1.684,0.200,0.850,0.950,1.000,3.980,3.547,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#20,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,2224,affine@direct+zoom,15.21,4.069,3.961,0.100,0.300,0.650,1.000,12.390,7.746,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#21,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,2782,affine@direct+zoom,11.04,2.606,2.142,0.200,0.600,0.900,1.000,7.704,5.429,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#22,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,ma_roma_ft,pyramid_v2,0.3692,0.04134,20,10000,3228,homography@direct+zoom,10.63,2.400,1.820,0.250,0.700,0.950,1.000,4.297,4.383,ok,
