backbone,fov_ratio,seed,success,failure_reason,mu_err,med_err,p_match_at_1,p_match_at_3,p_match_at_5,p_match_at_10,n_tiles,n_correspondences,runtime_s,extra_transform_family
classical_sift,0.5,0,True,,0.7098645560935701,0.7084641394548766,1.0,1.0,1.0,1.0,1,541,0.25254338700324297,affine
classical_sift,0.5,1,True,,0.6675092932372195,0.6649188505184994,1.0,1.0,1.0,1.0,1,507,0.24017498001921922,affine
classical_sift,0.5,2,True,,0.5905333810213017,0.5876562570455545,1.0,1.0,1.0,1.0,1,562,0.23268702207133174,affine
classical_sift,0.5,3,True,,0.6252240782335661,0.6254293640583812,1.0,1.0,1.0,1.0,1,587,0.24449589103460312,affine
classical_sift,0.5,4,True,,0.6578628495884673,0.6574401020515559,1.0,1.0,1.0,1.0,1,396,0.21988719701766968,affine
classical_sift,0.5,5,True,,0.6133831712325578,0.6132972912754171,1.0,1.0,1.0,1.0,1,560,0.2162390339653939,affine
classical_sift,0.5,6,True,,0.6670021690156175,0.6671411800095148,1.0,1.0,1.0,1.0,1,561,0.23422969493549317,affine
classical_sift,0.5,7,True,,0.6251483064647989,0.625486948083603,1.0,1.0,1.0,1.0,1,502,0.2124599099624902,affine
classical_sift,0.25,0,True,,0.37041059537962295,0.3699148408547067,1.0,1.0,1.0,1.0,1,468,0.2194684089627117,affine
classical_sift,0.25,1,True,,0.3748943898797401,0.37435754718951997,1.0,1.0,1.0,1.0,1,411,0.23692048306111246,affine
classical_sift,0.25,2,True,,0.3417492996495798,0.3407497865091188,1.0,1.0,1.0,1.0,1,466,0.23513512196950614,affine
classical_sift,0.25,3,True,,0.3474193488063865,0.3473883413456648,1.0,1.0,1.0,1.0,1,499,0.23095600900705904,affine
classical_sift,0.25,4,True,,0.31068108954802454,0.31003600940500353,1.0,1.0,1.0,1.0,1,327,0.21285354800056666,affine
classical_sift,0.25,5,True,,0.37750674098685005,0.3775893542390799,1.0,1.0,1.0,1.0,1,473,0.2369396329158917,affine
classical_sift,0.25,6,True,,0.34669750357856577,0.3466000228265403,1.0,1.0,1.0,1.0,1,476,0.24017870996613055,affine
classical_sift,0.25,7,True,,0.3501138230354227,0.3474994390087947,1.0,1.0,1.0,1.0,1,427,0.23409219493623823,affine
classical_sift,0.1,0,True,,0.09849077668816347,0.08812016215915064,1.0,1.0,1.0,1.0,1,288,0.2488640210358426,affine
classical_sift,0.1,1,True,,0.1155192542704496,0.10246107888527692,1.0,1.0,1.0,1.0,1,277,0.22945629607420415,affine
classical_sift,0.1,2,True,,0.11920940959581834,0.12033138274620547,1.0,1.0,1.0,1.0,1,287,0.24195015197619796,affine
classical_sift,0.1,3,True,,0.08357884934511306,0.08359784767020736,1.0,1.0,1.0,1.0,1,295,0.2306208210065961,affine
classical_sift,0.1,4,True,,0.11000819660546673,0.09736342536554851,1.0,1.0,1.0,1.0,1,173,0.2127503469819203,affine
classical_sift,0.1,5,True,,0.09612862765190985,0.09034931851800028,1.0,1.0,1.0,1.0,1,309,0.23230054299347103,affine
classical_sift,0.1,6,True,,0.11481840781590211,0.11494490625838297,1.0,1.0,1.0,1.0,1,294,0.24666475097183138,affine
classical_sift,0.1,7,True,,0.11518609274534107,0.1151954026479649,1.0,1.0,1.0,1.0,1,276,0.2361717859748751,affine
classical_sift,0.05,0,True,,0.06875192482243765,0.07020124885654216,1.0,1.0,1.0,1.0,1,183,0.23330693901516497,affine
classical_sift,0.05,1,True,,0.08252132509744597,0.07410564612647627,1.0,1.0,1.0,1.0,1,177,0.22992142289876938,affine
classical_sift,0.05,2,True,,0.07592952478646733,0.0780400719715503,1.0,1.0,1.0,1.0,1,182,0.23531853000167757,affine
classical_sift,0.05,3,True,,0.033721417400645624,0.032582253073611823,1.0,1.0,1.0,1.0,1,147,0.20884300395846367,affine
classical_sift,0.05,4,True,,0.08437608755716354,0.07543856522621095,1.0,1.0,1.0,1.0,1,136,0.19997574400622398,affine
classical_sift,0.05,5,True,,0.06198724250811609,0.05662835922294727,1.0,1.0,1.0,1.0,1,164,0.21796768496278673,affine
classical_sift,0.05,6,True,,0.03509796669499847,0.03513100460813727,1.0,1.0,1.0,1.0,1,155,0.22263779502827674,affine
classical_sift,0.05,7,True,,0.08543117559243825,0.08306353349049236,1.0,1.0,1.0,1.0,1,163,0.21260511898435652,affine
classical_sift,0.02,0,True,,0.15719651505469784,0.1566050123550455,1.0,1.0,1.0,1.0,1,83,0.22642652806825936,affine
classical_sift,0.02,1,True,,0.14376827787831362,0.1434287971506274,1.0,1.0,1.0,1.0,1,94,0.2211191209498793,affine
classical_sift,0.02,2,True,,0.15631305534314968,0.1546784830059305,1.0,1.0,1.0,1.0,1,84,0.22486773505806923,affine
classical_sift,0.02,3,True,,0.16231312353552121,0.16263465641294061,1.0,1.0,1.0,1.0,1,91,0.22142878000158817,affine
classical_sift,0.02,4,True,,0.25391490089456814,0.23289914736070255,1.0,1.0,1.0,1.0,1,81,0.21676338999532163,affine
classical_sift,0.02,5,True,,0.17946673417572767,0.18127475026233655,1.0,1.0,1.0,1.0,1,118,0.21659744100179523,affine
classical_sift,0.02,6,True,,0.15295604048249134,0.15245912613225157,1.0,1.0,1.0,1.0,1,80,0.2266822069650516,affine
classical_sift,0.02,7,True,,0.1790374083745795,0.17055779631291795,1.0,1.0,1.0,1.0,1,113,0.21646231098566204,affine
pyramid_sift,0.5,0,True,,0.8495198860426274,0.8486134555527465,1.0,1.0,1.0,1.0,58,4779,1.5729211890138686,affine
pyramid_sift,0.5,1,True,,0.8478064801238328,0.8463686121319185,1.0,1.0,1.0,1.0,58,4553,1.5518821489531547,affine
pyramid_sift,0.5,2,True,,0.7785113701725538,0.7971837140038696,1.0,1.0,1.0,1.0,58,5114,1.5571437251055613,homography
pyramid_sift,0.5,3,True,,0.7761040223134633,0.7761073889402221,1.0,1.0,1.0,1.0,58,5394,1.5679802149534225,affine
pyramid_sift,0.5,4,True,,0.806940536254688,0.806720260661058,1.0,1.0,1.0,1.0,58,2852,1.3268811799352989,affine
pyramid_sift,0.5,5,True,,0.787838327743578,0.7881820437576896,1.0,1.0,1.0,1.0,58,4910,1.5336689819814637,affine
pyramid_sift,0.5,6,True,,0.8349766765731723,0.8357073909870039,1.0,1.0,1.0,1.0,58,5115,1.6042063949862495,affine
pyramid_sift,0.5,7,True,,0.7732311460583424,0.7727273802580048,1.0,1.0,1.0,1.0,58,4381,1.4256147680571303,affine
pyramid_sift,0.25,0,True,,0.5345766053609312,0.534261609923397,1.0,1.0,1.0,1.0,58,7022,1.660243408055976,affine
