pair_id,group,subclass,backbone,mode,fov_ratio,scale_ratio,n_gt,n_matches,n_inliers,family,runtime_s,mu_ed,med_ed,p1,p3,p5,p10,mu_ed_tps,med_ed_tps,status,error
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,14,170,5,homography+mmi,3.38,1171923.389,312206.656,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,14,39,5,homography+mmi,3.72,1295.470,1138.250,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#4,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,14,75,4,homography+mmi,3.37,109464.599,106064.075,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#5,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,14,51,6,homography+mmi,2.36,622.240,476.089,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#0,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,18,81,6,homography+mmi,3.21,4066.417,4475.845,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#1,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,18,127,9,homography+mmi,2.53,1943.700,1517.294,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,18,179,6,homography+mmi,3.35,1191.708,1218.861,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,18,46,4,homography+mmi,2.14,1097.968,1165.654,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#4,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,18,42,6,homography+mmi,4.20,4653.137,2570.763,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#5,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,sift,classical,0.5503,2.88000,18,142,5,homography+mmi,2.62,1277.773,1339.892,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM90_OM-SEM_Multiscale,sift,classical,0.4811,6.20943,11,44,4,homography+mmi,1.72,1148.360,803.444,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_OM-SEM_Multiscale_0#1,Multiscale,CoNi-AM90_OM-SEM_Multiscale,sift,classical,0.4140,0.84393,8,20,4,homography+mmi,14.79,2716.705,2201.148,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#0,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,0.3692,0.04134,20,7,4,homography+mmi,40.76,3395.865,1136.328,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#1,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,,,20,,,,,,,,,,,,,failed,matcher returned only 3 correspondences (<4)
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#2,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,,,20,,,,,,,,,,,,,failed,matcher returned only 0 correspondences (<4)
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#3,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,0.3692,0.04134,20,8,4,homography+mmi,40.76,1580.590,832.299,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#4,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,0.3692,0.04134,20,7,5,homography+mmi,52.19,1010.334,698.164,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#5,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,,,20,,,,,,,,,,,,,failed,matcher returned only 0 correspondences (<4)
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#6,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,0.3692,0.04134,20,8,4,homography+mmi,45.16,675.512,733.292,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#7,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,0.3692,0.04134,20,5,3,homography+mmi,44.47,956.708,911.762,0.000,0.000,0.000,0.000,,,ok,
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#8,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,,,20,,,,,,,,,,,,,failed,matcher returned only 0 correspondences (<4)
eval_CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning_0#9,SlipPartitioning,CoNi-AM90_SEM-DIC_EBSD_SlipPartitioning,sift,classical,0.3692,0.04134,20,7,3,homography+mmi,37.64,823.610,852.692,0.000,0.000,0.000,0.000,,,ok,
