pair_id,subclass,rung,method,status,err_ed,inlier_ratio,runtime_s
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.25,tta_scale,ok,10.451,0.987,2.70
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.25,tta_guarded,ok,10.451,0.987,2.70
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.1,direct,ok,138.240,0.440,1.00
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.1,pyramid_v2,ok,23.038,0.988,2.93
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.1,tta_scale,ok,22.066,0.993,2.90
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.1,tta_guarded,ok,22.066,0.993,2.90
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.05,direct,ok,679.558,0.026,1.03
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.05,pyramid_v2,ok,1107.327,0.026,1.06
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.05,tta_scale,ok,1101.747,0.045,1.94
eval_TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale_0#0,TRIP1-Bainitic_LOM_SEM_EBSD_Multiscale,0.05,tta_guarded,ok,1101.747,0.045,1.94
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.25,direct,ok,20.406,0.168,0.41
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.25,pyramid_v2,ok,13.298,0.351,1.56
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.25,tta_scale,ok,9.190,0.547,1.16
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.25,tta_guarded,ok,9.190,0.547,1.16
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.1,direct,ok,105.757,0.030,0.42
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.1,pyramid_v2,ok,138.093,0.114,0.84
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.1,tta_scale,ok,145.875,0.039,0.83
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.1,tta_guarded,ok,138.093,0.114,0.84
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.05,direct,ok,162.834,0.058,0.42
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.05,pyramid_v2,ok,179.994,0.049,0.43
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.05,tta_scale,ok,221.100,0.082,0.44
eval_Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization_0#0,Ti3AlC2-MAX-Phase_TEM_DislocationCharacterization,0.05,tta_guarded,ok,221.100,0.082,0.44
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.25,direct,ok,75.301,0.099,1.22
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.25,pyramid_v2,ok,48.896,0.575,19.01
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.25,tta_scale,ok,20.952,0.403,4.60
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.25,tta_guarded,ok,48.896,0.575,19.01
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.1,direct,ok,3932.286,0.002,1.13
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.1,pyramid_v2,ok,66.121,0.538,46.80
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.1,tta_scale,ok,39.173,0.490,46.44
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.1,tta_guarded,ok,66.121,0.538,46.80
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.05,direct,ok,11248.385,0.002,1.09
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.05,pyramid_v2,ok,100.346,0.532,84.11
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.05,tta_scale,ok,45.093,0.448,84.56
eval_X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice_0#0,X2CrNi12-Ferritic_SEM-SE-Stitch_EBSD_Fatigue-SameSlice,0.05,tta_guarded,ok,100.346,0.532,84.11
