pair_id,group,subclass,backbone,mode,fov_ratio,scale_ratio,n_gt,n_matches,n_inliers,family,runtime_s,mu_ed,med_ed,p1,p3,p5,p10,mu_ed_tps,med_ed_tps,status,error,rung,area_ratio,n_gt_inside
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.7008,0.32023,37,10000,513,affine,3.09,45.314,38.581,0.000,0.000,0.027,0.081,76.664,66.838,ok,,0.5,0.5000,22
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.7008,0.32023,37,10000,507,affine@direct,1.40,39.924,34.344,0.000,0.000,0.027,0.081,49.208,41.230,ok,,0.5,0.5000,22
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.4955,0.32023,37,10000,1846,homography,1.02,36.786,29.846,0.000,0.000,0.081,0.216,28.474,23.989,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.4955,0.32023,37,10000,2024,affine@direct,2.14,7.953,6.314,0.000,0.243,0.432,0.676,30.312,26.696,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.3134,0.32023,37,10000,104,affine,0.82,767.994,674.021,0.000,0.000,0.000,0.000,718.798,627.653,ok,,0.1,0.1000,7
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.3134,0.32023,37,10000,3748,homography@direct+zoom,2.63,10.194,10.284,0.000,0.135,0.270,0.486,22.575,21.254,ok,,0.1,0.1000,7
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2216,0.32023,37,10000,1089,affine,0.77,25.816,24.420,0.000,0.027,0.108,0.162,76.168,79.214,ok,,0.05,0.0500,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2216,0.32023,37,10000,7402,affine@direct+zoom,3.16,8.237,7.779,0.054,0.135,0.243,0.703,25.889,25.497,ok,,0.05,0.0500,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.1402,0.32023,37,10000,692,homography,0.76,2445.761,2178.728,0.000,0.000,0.000,0.000,2019.801,1983.547,ok,,0.02,0.0200,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_0#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.1402,0.32023,37,10000,437,homography@direct+zoom,2.22,1768.285,1264.771,0.000,0.000,0.000,0.000,7035.291,6521.701,ok,,0.02,0.0200,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.7445,0.35657,39,10000,7281,homography,1.16,5.661,5.537,0.051,0.154,0.436,0.897,6.380,5.975,ok,,0.5,0.5000,18
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.7445,0.35657,39,10000,7350,homography@direct,1.27,5.500,5.045,0.000,0.205,0.487,0.923,6.309,5.643,ok,,0.5,0.5000,18
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.5264,0.35657,39,10000,5162,affine,0.98,5.939,4.381,0.051,0.256,0.538,0.795,15.114,13.241,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.5264,0.35657,39,10000,6569,affine@direct+zoom,2.93,6.547,6.336,0.000,0.231,0.385,0.795,13.480,12.766,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.3330,0.35657,39,10000,439,homography,0.83,1550.084,1530.081,0.000,0.000,0.000,0.000,1508.230,1456.079,ok,,0.1,0.1000,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.3330,0.35657,39,10000,425,homography@direct,1.58,22042.672,2016.732,0.000,0.000,0.000,0.000,2028.467,2111.125,ok,,0.1,0.1000,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2355,0.35657,39,10000,286,affine,0.79,2180.320,2196.913,0.000,0.000,0.000,0.000,2176.238,2249.663,ok,,0.05,0.0500,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2355,0.35657,39,10000,1554,homography@direct+zoom,1.45,1710.469,1656.159,0.000,0.000,0.000,0.000,1683.324,1677.340,ok,,0.05,0.0500,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.1489,0.35657,39,10000,229,affine,0.76,1588.542,1560.449,0.000,0.000,0.000,0.000,1475.918,1373.626,ok,,0.02,0.0200,0
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.1489,0.35657,39,10000,581,homography@direct+zoom,2.85,3912.754,2173.994,0.000,0.000,0.000,0.000,1799.215,1811.773,ok,,0.02,0.0200,0
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.7445,0.35657,39,10000,723,affine,1.18,23.926,22.079,0.000,0.000,0.051,0.077,32.411,28.632,ok,,0.5,0.5000,18
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.7445,0.35657,39,10000,832,affine@direct,1.29,20.419,19.960,0.000,0.000,0.000,0.205,45.615,46.503,ok,,0.5,0.5000,18
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.5264,0.35657,39,10000,430,affine,0.99,87.223,85.030,0.000,0.000,0.000,0.026,106.499,87.267,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.5264,0.35657,39,10000,509,homography@direct,2.04,144.003,124.709,0.000,0.000,0.000,0.026,170.675,135.831,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.3330,0.35657,39,10000,61,affine,0.82,1886.431,1583.674,0.000,0.000,0.000,0.000,1869.678,1603.243,ok,,0.1,0.1000,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.3330,0.35657,39,10000,101,affine@direct,1.75,1489.655,1422.031,0.000,0.000,0.000,0.000,1489.406,1393.079,ok,,0.1,0.1000,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2355,0.35657,39,10000,213,homography,0.78,2817.536,1850.928,0.000,0.000,0.000,0.000,1780.943,1706.768,ok,,0.05,0.0500,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2355,0.35657,39,10000,5091,affine@direct+zoom,2.91,1629.878,1556.432,0.000,0.000,0.000,0.026,1611.804,1562.228,ok,,0.05,0.0500,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.1489,0.35657,39,10000,289,homography,0.76,2471.445,1431.854,0.000,0.000,0.000,0.000,1416.045,1262.227,ok,,0.02,0.0200,0
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#1,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.1489,0.35657,39,10000,1652,homography@direct+zoom,1.40,2139.079,2194.934,0.000,0.000,0.000,0.000,2173.307,2167.973,ok,,0.02,0.0200,0
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.7445,0.35657,39,10000,2411,affine,1.11,4.958,4.330,0.026,0.231,0.564,0.949,10.342,7.721,ok,,0.5,0.5000,18
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.7445,0.35657,39,10000,2407,affine@direct,1.26,4.968,4.362,0.026,0.256,0.564,0.949,12.422,9.862,ok,,0.5,0.5000,18
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.5264,0.35657,39,10000,6860,homography,0.92,5.281,4.224,0.051,0.282,0.513,0.949,12.759,10.362,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.5264,0.35657,39,10000,6895,homography@direct,1.91,5.137,4.526,0.051,0.282,0.513,0.949,9.488,7.818,ok,,0.25,0.2500,10
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.3330,0.35657,39,10000,222,homography,0.81,1969.584,1187.921,0.000,0.000,0.000,0.000,865.808,847.454,ok,,0.1,0.1000,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.3330,0.35657,39,10000,268,affine@direct,1.52,996.147,962.627,0.000,0.000,0.000,0.000,960.138,955.901,ok,,0.1,0.1000,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2355,0.35657,39,10000,262,affine,0.72,1500.861,1474.554,0.000,0.000,0.000,0.000,1423.975,1472.076,ok,,0.05,0.0500,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2355,0.35657,39,10000,286,affine@direct,1.48,1383.331,1444.644,0.000,0.000,0.000,0.000,1340.149,1296.713,ok,,0.05,0.0500,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.1489,0.35657,39,10000,185,affine,0.70,1715.941,1687.991,0.000,0.000,0.000,0.000,1788.250,1707.801,ok,,0.02,0.0200,0
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_1#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.1489,0.35657,39,10000,1619,homography@direct+zoom,1.37,1674.434,1712.444,0.000,0.000,0.000,0.000,1576.556,1668.235,ok,,0.02,0.0200,0
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.6467,0.35658,37,10000,8779,homography,1.20,5.106,5.025,0.027,0.135,0.486,0.946,5.842,5.224,ok,,0.5,0.5001,20
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.6467,0.35658,37,10000,8874,homography@direct,1.30,4.907,4.770,0.000,0.216,0.541,0.973,5.813,5.596,ok,,0.5,0.5001,20
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.4573,0.35658,37,10000,3482,homography,1.00,13.141,9.157,0.000,0.054,0.135,0.541,12.295,8.883,ok,,0.25,0.2500,11
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.4573,0.35658,37,10000,8619,affine@direct+zoom,4.19,5.291,5.572,0.027,0.108,0.459,0.973,11.087,8.400,ok,,0.25,0.2500,11
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2892,0.35658,37,10000,76,affine,0.85,2303.435,2197.783,0.000,0.000,0.000,0.000,2273.812,2188.782,ok,,0.1,0.1000,6
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2892,0.35658,37,10000,534,homography@direct+zoom,3.32,2341.788,2370.224,0.000,0.000,0.000,0.000,2354.177,2373.021,ok,,0.1,0.1000,6
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2045,0.35658,37,10000,133,affine,0.81,1933.981,1932.892,0.000,0.000,0.000,0.000,1966.987,1966.882,ok,,0.05,0.0500,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2045,0.35658,37,10000,114,homography@direct,1.71,2477.833,2054.141,0.000,0.000,0.000,0.000,5126.701,4604.404,ok,,0.05,0.0500,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.1294,0.35658,37,10000,51,affine,0.79,2720.029,2694.660,0.000,0.000,0.000,0.000,2641.296,2687.356,ok,,0.02,0.0200,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.1294,0.35658,37,10000,354,affine@direct+zoom,2.30,2369.606,2285.929,0.000,0.000,0.000,0.000,2271.323,2318.436,ok,,0.02,0.0200,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.6467,0.35658,37,10000,9500,homography,1.16,3.738,3.295,0.054,0.378,0.703,1.000,5.223,4.236,ok,,0.5,0.5001,20
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.6467,0.35658,37,10000,9475,homography@direct,1.28,3.749,3.363,0.054,0.378,0.703,1.000,5.157,4.443,ok,,0.5,0.5001,20
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.4573,0.35658,37,10000,8368,homography,0.98,4.594,4.137,0.000,0.216,0.622,1.000,7.444,6.013,ok,,0.25,0.2500,11
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.4573,0.35658,37,10000,9446,homography@direct+zoom,3.19,4.332,3.852,0.000,0.189,0.676,1.000,7.656,5.753,ok,,0.25,0.2500,11
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2892,0.35658,37,10000,431,affine,0.83,42.946,43.273,0.000,0.000,0.000,0.054,91.688,75.135,ok,,0.1,0.1000,6
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2892,0.35658,37,10000,202,homography@direct,1.60,1385.573,1232.419,0.000,0.000,0.000,0.000,1026.886,1037.377,ok,,0.1,0.1000,6
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2045,0.35658,37,10000,3504,homography,0.80,61.635,54.186,0.000,0.000,0.054,0.135,107.629,92.172,ok,,0.05,0.0500,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2045,0.35658,37,10000,8460,homography@direct+zoom,3.27,7.282,6.601,0.000,0.054,0.351,0.757,42.980,40.773,ok,,0.05,0.0500,3
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.1294,0.35658,37,10000,237,homography,0.74,3265.393,2406.043,0.000,0.000,0.000,0.000,12883.492,12832.017,ok,,0.02,0.0200,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_2#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.1294,0.35658,37,10000,234,affine@direct,1.50,2454.747,2400.376,0.000,0.000,0.000,0.000,2351.641,2336.082,ok,,0.02,0.0200,1
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.25,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.25,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.1,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.1,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.05,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.05,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.02,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.02,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.25,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.25,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.1,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.1,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.05,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.05,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.02,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_3#2,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.02,,
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.7313,0.35637,53,10000,8253,affine,1.17,6.742,4.667,0.075,0.264,0.528,0.792,7.109,6.215,ok,,0.5,0.5001,28
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.7313,0.35637,53,10000,8295,affine@direct,1.29,6.682,4.703,0.075,0.264,0.528,0.792,7.923,6.663,ok,,0.5,0.5001,28
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.5171,0.35637,53,10000,6681,affine,1.00,7.893,6.869,0.057,0.283,0.453,0.717,13.212,10.861,ok,,0.25,0.2500,14
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.5171,0.35637,53,10000,6767,homography@direct,2.04,8.041,5.615,0.075,0.283,0.453,0.736,16.574,10.807,ok,,0.25,0.2500,14
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.3271,0.35637,53,10000,1225,affine,0.86,27.673,24.019,0.000,0.000,0.000,0.075,128.416,122.244,ok,,0.1,0.1000,7
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.3271,0.35637,53,10000,8779,homography@direct+zoom,2.54,9.267,5.603,0.000,0.132,0.415,0.679,24.365,20.030,ok,,0.1,0.1000,7
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.2313,0.35637,53,10000,126,homography,0.81,13023.151,1230.483,0.000,0.000,0.000,0.000,1097.934,888.370,ok,,0.05,0.0500,4
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,pyramid_v2,0.2313,0.35637,53,10000,2746,homography@direct+zoom,2.16,1724.762,1544.827,0.000,0.000,0.000,0.000,1621.892,1510.297,ok,,0.05,0.0500,4
eval_AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice_4#0,SameSlice,AF9628-Martensitic_SEM-SE-Stitch_EBSD_SameSlice,roma,direct,0.1463,0.35637,53,10000,285,affine,0.74,1336.261,1191.982,0.000,0.000,0.000,0.000,1190.614,1091.393,ok,,0.02,0.0200,4
