pair_id,group,subclass,backbone,mode,fov_ratio,scale_ratio,n_gt,n_matches,n_inliers,family,runtime_s,mu_ed,med_ed,p1,p3,p5,p10,mu_ed_tps,med_ed_tps,status,error,rung,area_ratio,n_gt_inside
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.3857,1.95136,41,10000,632,homography,0.91,1493.676,1461.024,0.000,0.000,0.000,0.000,1313.957,1236.819,ok,,0.1,0.1000,28
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.3857,1.95136,41,10000,813,affine@direct,1.76,975.519,846.975,0.000,0.000,0.000,0.000,1024.379,902.792,ok,,0.1,0.1000,28
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.2732,1.95136,41,10000,262,homography,0.83,2225.770,1946.982,0.000,0.000,0.000,0.000,1983.841,1892.254,ok,,0.05,0.0501,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.2732,1.95136,41,10000,338,affine@direct,0.84,2764.482,2229.299,0.000,0.000,0.000,0.000,2688.817,2228.394,ok,,0.05,0.0501,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1724,1.95136,41,10000,919,affine,0.82,3953.675,3914.464,0.000,0.000,0.000,0.000,3981.326,3942.285,ok,,0.02,0.0200,10
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1724,1.95136,41,10000,901,affine@direct,0.81,3934.273,3890.686,0.000,0.000,0.000,0.000,3848.983,3862.221,ok,,0.02,0.0200,10
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.8632,1.95136,41,10000,804,affine,0.88,21.637,21.817,0.000,0.000,0.049,0.122,19.259,18.786,ok,,0.5,0.4999,41
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.8632,1.95136,41,10000,666,homography@direct,0.89,22.735,20.909,0.000,0.000,0.024,0.073,19.986,18.423,ok,,0.5,0.4999,41
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.6101,1.95136,41,10000,916,affine,0.91,19.750,17.704,0.000,0.000,0.024,0.146,23.796,21.314,ok,,0.25,0.2498,40
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.6101,1.95136,41,10000,567,affine@direct+zoom,2.68,21.591,16.997,0.000,0.000,0.000,0.098,28.615,22.258,ok,,0.25,0.2498,40
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.3857,1.95136,41,10000,264,homography,0.80,752.041,561.791,0.000,0.000,0.000,0.000,818.950,809.992,ok,,0.1,0.1000,28
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.3857,1.95136,41,10000,435,affine@direct,1.57,2097.351,1899.477,0.000,0.000,0.000,0.000,2146.742,1921.585,ok,,0.1,0.1000,28
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.2732,1.95136,41,10000,369,affine,0.79,2399.833,2165.204,0.000,0.000,0.000,0.000,2361.571,2192.172,ok,,0.05,0.0501,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.2732,1.95136,41,10000,359,affine@direct,0.76,1976.390,1739.418,0.000,0.000,0.000,0.000,1976.997,1727.091,ok,,0.05,0.0501,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1724,1.95136,41,10000,325,affine,0.77,3492.022,3218.627,0.000,0.000,0.000,0.000,3476.614,3226.603,ok,,0.02,0.0200,10
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_0#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1724,1.95136,41,10000,343,affine@direct,0.78,3519.290,3264.534,0.000,0.000,0.000,0.000,3498.522,3219.666,ok,,0.02,0.0200,10
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.5985,0.29986,34,10000,897,affine,0.85,348.270,358.028,0.000,0.000,0.000,0.000,354.907,360.353,ok,,0.5,0.5000,34
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.5985,0.29986,34,10000,850,affine@direct,1.97,347.718,360.107,0.000,0.000,0.000,0.000,354.132,360.614,ok,,0.5,0.5000,34
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.4232,0.29986,34,10000,1213,homography,0.87,303.248,321.884,0.000,0.000,0.000,0.000,322.846,340.692,ok,,0.25,0.2500,32
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.4232,0.29986,34,10000,821,affine@direct+zoom,1.82,696.585,709.160,0.000,0.000,0.000,0.000,667.332,689.027,ok,,0.25,0.2500,32
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.2676,0.29986,34,10000,998,affine,0.91,506.696,533.050,0.000,0.000,0.000,0.000,529.151,566.034,ok,,0.1,0.1000,23
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.2676,0.29986,34,10000,1005,affine@direct,0.91,505.294,530.695,0.000,0.000,0.000,0.000,527.350,565.559,ok,,0.1,0.1000,23
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1894,0.29986,34,10000,897,affine,0.79,872.871,878.461,0.000,0.000,0.000,0.000,852.169,867.787,ok,,0.05,0.0500,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1894,0.29986,34,10000,848,affine@direct,1.81,862.705,868.814,0.000,0.000,0.000,0.000,855.818,867.534,ok,,0.05,0.0500,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1197,0.29986,34,10000,1596,affine,0.74,1130.508,1162.622,0.000,0.000,0.000,0.000,1146.780,1184.537,ok,,0.02,0.0200,8
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1197,0.29986,34,10000,1645,homography@direct,0.75,1244.460,1266.875,0.000,0.000,0.000,0.000,1141.748,1173.572,ok,,0.02,0.0200,8
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.5985,0.29986,34,10000,644,homography,0.89,832.908,850.268,0.000,0.000,0.000,0.000,917.409,926.790,ok,,0.5,0.5000,34
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.5985,0.29986,34,10000,566,affine@direct,0.90,1517.131,1507.036,0.000,0.000,0.000,0.000,1480.247,1467.705,ok,,0.5,0.5000,34
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.4232,0.29986,34,10000,545,homography,0.82,926.432,907.266,0.000,0.000,0.000,0.000,838.482,875.524,ok,,0.25,0.2500,32
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.4232,0.29986,34,10000,321,homography@direct,1.64,871.550,838.144,0.000,0.000,0.000,0.000,676.939,644.894,ok,,0.25,0.2500,32
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.2676,0.29986,34,10000,1559,affine,0.78,1544.365,1559.295,0.000,0.000,0.000,0.000,1421.388,1420.651,ok,,0.1,0.1000,23
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.2676,0.29986,34,10000,1409,homography@direct+zoom,2.54,2349.666,1514.468,0.000,0.000,0.000,0.000,1382.052,1454.990,ok,,0.1,0.1000,23
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1894,0.29986,34,10000,2481,affine,0.78,1208.557,1280.903,0.000,0.000,0.000,0.000,1187.151,1236.144,ok,,0.05,0.0500,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1894,0.29986,34,10000,2618,affine@direct,1.56,1189.263,1257.095,0.000,0.000,0.000,0.000,1138.151,1187.060,ok,,0.05,0.0500,16
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1197,0.29986,34,10000,710,affine,0.73,976.839,972.506,0.000,0.000,0.000,0.000,989.368,989.410,ok,,0.02,0.0200,8
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_1#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1197,0.29986,34,10000,379,homography@direct,0.72,2059.198,1536.664,0.000,0.000,0.000,0.000,1311.929,1221.064,ok,,0.02,0.0200,8
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.5615,0.83614,58,10000,5472,homography,0.95,9.128,8.468,0.034,0.086,0.259,0.638,9.691,9.231,ok,,0.5,0.5000,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.5615,0.83614,58,10000,5611,homography@direct,0.99,9.333,8.764,0.000,0.069,0.259,0.586,9.949,9.577,ok,,0.5,0.5000,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.3971,0.83614,58,10000,977,homography,0.88,49.038,26.466,0.000,0.034,0.052,0.276,34.837,23.581,ok,,0.25,0.2501,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.3971,0.83614,58,10000,1186,homography@direct,0.93,41.761,20.208,0.017,0.069,0.172,0.310,33.816,17.865,ok,,0.25,0.2501,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.2512,0.83614,58,10000,763,homography,0.90,1509.872,1554.032,0.000,0.000,0.000,0.000,1590.196,1612.968,ok,,0.1,0.1000,36
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.2512,0.83614,58,10000,672,homography@direct,1.87,1587.241,1629.967,0.000,0.000,0.000,0.000,1604.927,1620.056,ok,,0.1,0.1000,36
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1775,0.83614,58,10000,362,affine,0.77,1680.891,1723.313,0.000,0.000,0.000,0.000,1574.394,1648.238,ok,,0.05,0.0500,13
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1775,0.83614,58,10000,426,affine@direct,0.85,1901.782,1951.038,0.000,0.000,0.000,0.000,1890.256,1879.947,ok,,0.05,0.0500,13
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1124,0.83614,58,10000,136,homography,0.75,3527.087,2705.874,0.000,0.000,0.000,0.000,2660.128,2881.271,ok,,0.02,0.0200,4
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#0,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1124,0.83614,58,10000,311,affine@direct,1.44,2631.425,2770.498,0.000,0.000,0.000,0.000,2766.970,2874.616,ok,,0.02,0.0200,4
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.5615,0.83614,58,10000,1951,affine,0.90,13.952,13.545,0.000,0.034,0.103,0.328,12.738,11.119,ok,,0.5,0.5000,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.5615,0.83614,58,10000,1795,affine@direct,0.98,14.161,13.931,0.000,0.069,0.103,0.345,12.448,11.067,ok,,0.5,0.5000,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.3971,0.83614,58,10000,2296,homography,0.89,20.788,21.313,0.000,0.034,0.052,0.190,17.970,18.210,ok,,0.25,0.2501,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.3971,0.83614,58,10000,2339,homography@direct,1.80,18.202,17.960,0.017,0.034,0.069,0.190,19.069,15.552,ok,,0.25,0.2501,58
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.2512,0.83614,58,10000,927,affine,0.93,86.236,82.348,0.000,0.000,0.000,0.000,97.066,95.650,ok,,0.1,0.1000,36
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.2512,0.83614,58,10000,779,affine@direct,1.81,161.458,136.216,0.000,0.000,0.000,0.000,183.456,168.220,ok,,0.1,0.1000,36
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1775,0.83614,58,10000,1877,homography,0.85,426.726,225.490,0.000,0.000,0.000,0.000,369.505,250.726,ok,,0.05,0.0500,13
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1775,0.83614,58,10000,1863,homography@direct,1.76,506.805,218.849,0.000,0.000,0.000,0.000,349.528,253.977,ok,,0.05,0.0500,13
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,direct,0.1124,0.83614,58,10000,891,affine,0.83,2547.510,2659.464,0.000,0.000,0.000,0.000,2489.075,2642.201,ok,,0.02,0.0200,4
eval_C103_SEM-SE_LOM-DC-Height_FractureSurfaces_2#1,FractureSurfaces,C103_SEM-SE_LOM-DC-Height_FractureSurfaces,ma_roma_ft,pyramid_v2,0.1124,0.83614,58,10000,1007,affine@direct+zoom,3.24,1930.531,1927.866,0.000,0.000,0.000,0.000,1967.096,1973.340,ok,,0.02,0.0200,4
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,direct,0.4571,1.09526,14,10000,2931,homography,1.11,14.071,10.855,0.000,0.071,0.143,0.500,18.919,15.922,ok,,0.25,0.2501,11
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.4571,1.09526,14,10000,2993,homography@direct,2.29,13.369,11.691,0.000,0.143,0.143,0.500,18.294,16.193,ok,,0.25,0.2501,11
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,direct,0.2891,1.09526,14,10000,1910,affine,1.12,56.355,38.488,0.000,0.000,0.000,0.000,92.163,92.716,ok,,0.1,0.1000,3
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.2891,1.09526,14,10000,4231,homography@direct+zoom,4.50,14.246,11.992,0.071,0.071,0.143,0.286,43.242,38.901,ok,,0.1,0.1000,3
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,direct,0.2043,1.09526,14,10000,384,affine,1.02,2087.380,2206.282,0.000,0.000,0.000,0.000,2111.639,2122.864,ok,,0.05,0.0499,2
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.2043,1.09526,14,10000,447,affine@direct,1.93,2075.149,2284.663,0.000,0.000,0.000,0.000,2071.460,2270.055,ok,,0.05,0.0499,2
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,direct,0.1294,1.09526,14,10000,834,affine,0.81,4284.009,5027.212,0.000,0.000,0.000,0.000,4129.291,4809.036,ok,,0.02,0.0200,1
eval_CoNi-AM67_OM-SEM_Multiscale_0#0,Multiscale,CoNi-AM67_OM-SEM_Multiscale,ma_roma_ft,pyramid_v2,0.1294,1.09526,14,10000,723,homography@direct,0.84,4510.954,3847.553,0.000,0.000,0.000,0.000,4309.992,5196.179,ok,,0.02,0.0200,1
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.4284,2.88000,14,10000,2034,affine,0.77,23.569,18.395,0.000,0.000,0.000,0.143,29.494,20.122,ok,,0.25,0.2500,8
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.4284,2.88000,14,10000,2002,affine@direct+zoom,3.28,32.441,22.063,0.000,0.000,0.071,0.214,35.232,30.629,ok,,0.25,0.2500,8
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.2709,2.88000,14,10000,478,affine,0.73,1161.111,1157.106,0.000,0.000,0.000,0.000,1211.434,1241.517,ok,,0.1,0.1002,2
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.2709,2.88000,14,10000,389,affine@direct,1.48,130.197,108.416,0.000,0.000,0.000,0.000,147.328,165.816,ok,,0.1,0.1002,2
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.1913,2.88000,14,10000,584,affine,0.74,3205.094,3496.980,0.000,0.000,0.000,0.000,3142.826,3435.250,ok,,0.05,0.0500,2
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.1913,2.88000,14,10000,616,affine@direct,0.74,3167.185,3439.439,0.000,0.000,0.000,0.000,3106.722,3373.981,ok,,0.05,0.0500,2
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.1209,2.88000,14,10000,813,affine,0.70,1013.439,985.190,0.000,0.000,0.000,0.000,1028.142,1024.617,ok,,0.02,0.0199,1
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_1#2,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.1209,2.88000,14,10000,1162,affine@direct+zoom,1.46,2539.034,2481.078,0.000,0.000,0.000,0.000,2441.230,2391.652,ok,,0.02,0.0199,1
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.4284,2.88000,18,10000,1979,affine,0.76,18.740,18.977,0.000,0.056,0.111,0.222,12.134,10.336,ok,,0.25,0.2500,11
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.4284,2.88000,18,10000,2007,affine@direct,1.60,19.718,18.833,0.000,0.111,0.167,0.333,13.068,10.490,ok,,0.25,0.2500,11
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.2709,2.88000,18,10000,1011,affine,0.62,2536.515,2315.577,0.000,0.000,0.000,0.000,2483.748,2274.317,ok,,0.1,0.1002,6
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.2709,2.88000,18,10000,997,affine@direct,0.64,2534.873,2322.154,0.000,0.000,0.000,0.000,2509.927,2300.269,ok,,0.1,0.1002,6
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.1913,2.88000,18,10000,289,homography,0.63,2856.044,2934.285,0.000,0.000,0.000,0.000,3161.903,3098.947,ok,,0.05,0.0500,2
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.1913,2.88000,18,10000,293,affine@direct,0.70,3529.407,3583.614,0.000,0.000,0.000,0.000,3470.681,3519.549,ok,,0.05,0.0500,2
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,0.1209,2.88000,18,10000,590,homography,0.70,10525.814,2936.589,0.000,0.000,0.000,0.000,4773.708,5391.826,ok,,0.02,0.0199,0
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#3,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,pyramid_v2,0.1209,2.88000,18,10000,882,affine@direct,1.27,4310.601,4899.547,0.000,0.000,0.000,0.000,4477.204,5158.941,ok,,0.02,0.0199,0
eval_CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning_2#5,SerialSectioning,CoNi-AM67_SEM-EBSD_SameSliceSerialSectioning,ma_roma_ft,direct,,,,,,,,,,,,,,,,skipped,rung_not_below_base,0.5,,
